日期,收市,開市,高,低,成交量,更改%
2020年6月22日,"24,455.00","24,659.00","24,709.00","24,299.00",134.78K,-0.63%
2020年6月19日,"24,610.00","24,340.00","24,731.00","24,207.00",144.33K,1.07%
2020年6月18日,"24,350.00","24,380.00","24,439.00","24,015.00",142.90K,-0.21%
2020年6月17日,"24,402.00","24,360.00","24,632.00","24,076.00",159.14K,0.19%
2020年6月16日,"24,355.00","23,710.00","24,475.00","23,675.00",159.83K,2.76%
2020年6月15日,"23,702.00","24,242.00","24,384.00","23,555.00",189.28K,-2.11%
2020年6月12日,"24,212.00","24,325.00","24,487.00","23,785.00",169.80K,-0.63%
2020年6月11日,"24,366.00","24,987.00","25,082.00","24,328.00",162.17K,-2.23%
2020年6月10日,"24,920.50","25,008.00","25,253.50","24,813.50",-,0.22%
2020年6月9日,"24,867.00","24,750.00","25,183.00","24,683.00",141.54K,0.49%
2020年6月8日,"24,745.00","24,667.00","25,075.00","24,597.00",148.62K,0.19%
2020年6月5日,"24,697.00","24,280.00","24,780.00","24,145.00",152.46K,1.67%
2020年6月4日,"24,291.00","24,260.00","24,619.00","24,117.00",147.22K,0.20%
2020年6月3日,"24,243.00","23,970.00","24,355.00","23,921.00",142.02K,1.28%
2020年6月2日,"23,937.00","23,438.00","23,959.00","23,322.00",146.92K,2.19%
2020年6月1日,"23,425.00","22,780.00","23,661.00","22,613.00",173.32K,2.88%
2020年5月29日,"22,769.00","22,907.00","23,079.00","22,389.00",160.02K,-1.55%
2020年5月28日,"23,128.00","23,230.00","23,466.00","22,896.00",37.83K,-0.33%
2020年5月27日,"23,205.00","23,361.00","23,509.00","23,103.00",148.25K,-0.64%
2020年5月26日,"23,355.00","23,140.00","23,478.00","23,140.00",182.87K,2.04%
2020年5月25日,"22,889.00","22,712.00","23,028.00","22,498.00",215.98K,0.83%
2020年5月22日,"22,701.00","24,147.00","24,160.00","22,700.00",253.02K,-5.91%
2020年5月21日,"24,128.00","24,441.00","24,640.00","24,114.00",137.74K,-1.28%
2020年5月20日,"24,441.00","24,340.00","24,484.00","24,259.00",106.32K,0.41%
2020年5月19日,"24,340.00","23,924.00","24,548.00","23,843.00",142.66K,1.74%
2020年5月18日,"23,924.00","23,696.00","23,936.00","23,388.00",123.70K,1.06%
2020年5月15日,"23,672.00","23,704.00","23,911.00","23,421.00",146.85K,-0.05%
2020年5月14日,"23,685.00","24,079.00","24,303.00","23,638.00",144.23K,-1.60%
2020年5月13日,"24,069.00","24,145.00","24,352.00","23,876.00",122.96K,-0.35%
2020年5月12日,"24,153.00","24,468.00","24,468.00","24,001.00",122.30K,-1.36%
2020年5月11日,"24,486.00","24,130.00","24,700.00","24,104.00",107.45K,1.51%
2020年5月8日,"24,121.00","23,855.00","24,198.00","23,792.00",100.05K,1.14%
2020年5月7日,"23,848.00","24,083.00","24,083.00","23,769.00",103.35K,-0.85%
2020年5月6日,"24,053.00","23,750.00","24,132.00","23,613.00",112.13K,1.24%
2020年5月5日,"23,759.00","23,300.00","23,800.00","23,241.00",98.11K,1.65%
2020年5月4日,"23,373.00","24,532.00","24,758.00","23,305.00",135.65K,-4.61%
2020年4月29日,"24,502.00","24,578.00","24,777.00","24,441.00",111.26K,0.27%
2020年4月28日,"24,435.00","24,278.00","24,447.00","24,185.00",29.89K,0.68%
2020年4月27日,"24,269.00","23,840.00","24,333.00","23,840.00",134.62K,1.83%
2020年4月24日,"23,834.00","23,999.00","24,238.00","23,677.00",156.97K,-0.65%
2020年4月23日,"23,991.00","23,899.00","24,097.00","23,759.00",157.92K,0.51%
2020年4月22日,"23,869.00","23,689.00","23,928.00","23,418.00",140.53K,0.59%
2020年4月21日,"23,730.00","24,306.00","24,343.00","23,631.00",151.71K,-2.27%
2020年4月20日,"24,280.00","24,358.00","24,474.00","24,176.00",123.18K,-0.32%
2020年4月17日,"24,359.00","23,948.00","24,689.00","23,827.00",137.48K,1.72%
2020年4月16日,"23,948.00","24,021.00","24,124.00","23,793.00",124.87K,-0.43%
2020年4月15日,"24,052.00","24,419.00","24,610.00","24,022.00",123.65K,-1.46%
2020年4月14日,"24,408.00","24,183.00","24,598.00","23,959.00",137.94K,0.82%
2020年4月9日,"24,209.00","23,781.00","24,343.00","23,767.00",132.72K,1.87%
2020年4月8日,"23,764.00","24,370.00","24,606.00","23,764.00",154.22K,-2.70%
2020年4月7日,"24,423.00","23,750.00","24,439.00","23,686.00",159.25K,2.88%
2020年4月6日,"23,740.00","23,173.00","23,865.00","22,970.00",151.15K,2.35%
2020年4月3日,"23,196.00","23,241.00","23,280.00","22,908.00",133.04K,-0.31%
2020年4月2日,"23,269.00","23,000.00","23,280.00","22,561.00",160.57K,1.48%
2020年4月1日,"22,930.00","23,698.00","23,730.00","22,886.00",176.60K,-3.33%
2020年3月31日,"23,720.00","23,024.00","23,750.00","22,917.00",148.61K,2.10%
2020年3月30日,"23,232.00","23,405.00","23,432.00","22,797.00",43.59K,-1.15%
2020年3月27日,"23,502.00","23,128.00","24,048.00","23,128.00",183.87K,1.39%
2020年3月26日,"23,180.00","23,646.00","23,879.00","23,096.00",240.71K,-1.85%
2020年3月25日,"23,618.00","22,773.00","23,638.00","22,773.00",235.67K,3.92%
2020年3月24日,"22,728.00","21,497.00","22,788.00","21,497.00",233.32K,5.73%
2020年3月23日,"21,496.00","23,093.00","23,196.00","21,296.00",216.45K,-6.77%
2020年3月20日,"23,057.00","21,765.00","23,105.00","21,492.00",230.17K,5.57%
2020年3月19日,"21,841.00","22,003.00","22,366.00","20,965.00",266.53K,-0.75%
2020年3月18日,"22,006.00","22,932.00","23,417.00","22,000.00",229.46K,-4.40%
2020年3月17日,"23,019.00","22,686.00","23,390.00","21,588.00",212.71K,1.30%
2020年3月16日,"22,724.00","23,850.00","24,749.00","22,666.00",209.55K,-4.73%
2020年3月13日,"23,853.00","24,032.00","24,175.00","22,116.00",259.18K,-0.92%
2020年3月12日,"24,075.00","25,170.00","25,330.00","24,001.00",222.43K,-4.19%
2020年3月11日,"25,129.00","25,477.00","25,743.00","25,085.00",217.64K,-1.26%
2020年3月10日,"25,449.00","24,990.00","25,564.00","24,360.00",249.80K,2.41%
2020年3月9日,"24,850.00","26,007.00","26,014.00","24,814.00",232.31K,-4.46%
2020年3月6日,"26,010.00","26,650.00","26,670.00","26,008.00",198.60K,-2.60%
2020年3月5日,"26,704.00","26,163.00","26,769.00","26,163.00",206.95K,2.11%
2020年3月4日,"26,152.00","26,337.00","26,611.00","25,971.00",216.37K,-0.60%
2020年3月3日,"26,311.00","26,250.00","26,530.00","25,827.00",215.75K,0.05%
2020年3月2日,"26,299.00","26,127.00","26,357.00","25,582.00",247.76K,0.49%
2020年2月28日,"26,170.00","26,735.00","26,834.00","25,923.00",283.92K,-1.45%
2020年2月27日,"26,554.00","26,555.00","26,813.00","26,218.00",50.36K,-0.10%
2020年2月26日,"26,580.00","26,747.00","26,747.00","26,296.00",201.42K,-0.65%
2020年2月25日,"26,754.00","26,647.00","26,825.00","26,310.00",247.38K,0.34%
2020年2月24日,"26,663.00","27,225.00","27,335.00","26,662.00",227.91K,-1.97%
2020年2月21日,"27,200.00","27,450.00","27,465.00","27,155.00",170.15K,-0.80%
2020年2月20日,"27,420.00","27,589.00","27,721.00","27,262.00",193.26K,-0.53%
2020年2月19日,"27,565.00","27,422.00","27,650.00","27,341.00",142.80K,0.51%
2020年2月18日,"27,426.00","27,838.00","27,893.00","27,424.00",145.68K,-1.49%
2020年2月17日,"27,842.00","27,741.00","28,012.00","27,576.00",141.38K,0.32%
2020年2月14日,"27,753.00","27,654.00","27,908.00","27,495.00",153.77K,0.34%
2020年2月13日,"27,658.00","27,793.00","27,900.00","27,590.00",151.93K,-0.40%
2020年2月12日,"27,770.00","27,560.00","27,820.00","27,496.00",151.85K,0.73%
2020年2月11日,"27,569.00","27,120.00","27,622.00","27,042.00",153.49K,1.75%
2020年2月10日,"27,094.00","27,266.00","27,291.00","26,905.00",171.56K,-0.66%
2020年2月7日,"27,274.00","27,413.00","27,413.00","27,129.00",169.52K,-0.38%
2020年2月6日,"27,377.00","26,747.00","27,568.00","26,747.00",240.18K,2.38%
2020年2月5日,"26,740.00","26,757.00","26,936.00","26,526.00",205.47K,-0.14%
2020年2月4日,"26,777.00","26,250.00","26,777.00","26,205.00",203.27K,2.20%
2020年2月3日,"26,200.00","26,222.00","26,460.00","25,880.00",228.72K,-0.13%
2020年1月31日,"26,233.00","26,386.00","26,760.00","26,230.00",196.39K,-1.60%
2020年1月30日,"26,660.00","27,120.00","27,162.00","26,653.00",34.80K,-1.71%
2020年1月29日,"27,125.00","27,010.00","27,338.00","26,998.00",145.34K,-2.85%
2020年1月24日,"27,920.00","27,800.00","27,965.00","27,556.00",117.04K,0.38%
2020年1月23日,"27,815.00","28,293.00","28,299.00","27,703.00",259.84K,-1.78%
2020年1月22日,"28,318.00","27,902.00","28,379.00","27,902.00",210.44K,1.49%
2020年1月21日,"27,901.00","28,678.00","28,755.00","27,843.00",221.30K,-2.77%
2020年1月20日,"28,695.00","29,073.00","29,211.00","28,686.00",159.12K,-1.27%
2020年1月17日,"29,065.00","28,899.00","29,161.00","28,807.00",163.87K,0.59%
2020年1月16日,"28,895.00","28,751.00","29,040.00","28,734.00",160.40K,0.50%
2020年1月15日,"28,752.00","28,805.00","29,030.00","28,659.00",156.48K,-0.16%
2020年1月14日,"28,799.00","28,962.00","29,222.00","28,793.00",160.28K,-0.56%
2020年1月13日,"28,962.00","28,655.00","29,039.00","28,649.00",153.05K,1.03%
2020年1月10日,"28,666.00","28,628.00","28,726.00","28,511.00",136.19K,0.15%
2020年1月9日,"28,622.00","28,064.00","28,633.00","28,064.00",148.79K,2.01%
2020年1月8日,"28,058.00","28,359.00","28,395.00","27,865.00",187.17K,-1.14%
2020年1月7日,"28,382.00","28,175.00","28,529.00","28,100.00",148.41K,0.71%
2020年1月6日,"28,181.00","28,430.00","28,535.00","28,077.00",175.87K,-0.92%
2020年1月3日,"28,443.00","28,628.00","28,947.00","28,425.00",178.09K,-0.57%
2020年1月2日,"28,606.00","28,363.00","28,631.00","28,211.00",134.97K,1.19%
2019年12月31日,"28,270.00","28,408.00","28,467.00","28,198.00",88.63K,-0.28%
2019年12月30日,"28,348.00","28,219.00","28,396.00","28,180.00",24.95K,0.46%
2019年12月27日,"28,219.00","28,022.00","28,258.00","28,020.00",123.75K,1.22%
2019年12月24日,"27,880.00","27,864.00","27,922.00","27,798.00",102.92K,0.09%
2019年12月23日,"27,856.00","27,948.00","28,080.00","27,846.00",186.40K,-0.30%
2019年12月20日,"27,940.00","27,819.00","28,014.00","27,752.00",161.19K,0.49%
2019年12月19日,"27,804.00","27,915.00","27,976.00","27,692.00",135.09K,-0.40%
2019年12月18日,"27,917.00","27,829.00","28,032.00","27,765.00",156.54K,0.32%
2019年12月17日,"27,829.00","27,579.00","27,922.00","27,563.00",174.50K,0.90%
2019年12月16日,"27,580.00","27,719.00","27,889.00","27,447.00",185.57K,-0.45%
2019年12月13日,"27,704.00","27,013.00","27,746.00","26,916.00",183.75K,2.56%
2019年12月12日,"27,012.00","26,640.00","27,095.00","26,588.00",137.29K,1.35%
2019年12月11日,"26,653.00","26,409.00","26,689.00","26,262.00",145.66K,0.90%
2019年12月10日,"26,416.00","26,500.00","26,573.00","26,291.00",110.34K,-0.38%
2019年12月9日,"26,516.00","26,507.00","26,664.00","26,425.00",137.54K,0.05%
2019年12月6日,"26,503.00","26,240.00","26,555.00","26,194.00",141.00K,0.98%
2019年12月5日,"26,246.00","26,084.00","26,327.00","26,084.00",141.30K,0.71%
2019年12月4日,"26,062.00","26,399.00","26,413.00","25,949.00",171.37K,-1.21%
2019年12月3日,"26,381.00","26,490.00","26,500.00","26,062.00",174.99K,-0.40%
2019年12月2日,"26,488.00","26,373.00","26,576.00","26,337.00",127.90K,0.59%
2019年11月29日,"26,333.00","26,868.00","26,918.00","26,323.00",169.74K,-2.17%
2019年11月28日,"26,918.00","26,958.00","27,022.00","26,729.00",22.53K,-0.13%
2019年11月27日,"26,954.00","26,943.00","27,017.00","26,876.00",129.17K,-0.10%
2019年11月26日,"26,980.00","27,014.00","27,267.00","26,923.00",208.35K,-0.17%
2019年11月25日,"27,025.00","26,611.00","27,141.00","26,554.00",206.21K,1.51%
2019年11月22日,"26,623.00","26,442.00","26,675.00","26,442.00",153.88K,0.69%
2019年11月21日,"26,441.00","26,800.00","26,868.00","26,266.00",196.42K,-1.35%
2019年11月20日,"26,803.00","27,084.00","27,123.00","26,776.00",153.78K,-1.02%
2019年11月19日,"27,079.00","26,661.00","27,106.00","26,500.00",196.49K,1.49%
2019年11月18日,"26,682.00","26,295.00","26,705.00","26,227.00",173.04K,1.53%
2019年11月15日,"26,280.00","26,318.00","26,617.00","26,250.00",161.86K,-0.18%
2019年11月14日,"26,328.00","26,484.00","26,625.00","26,178.00",218.70K,-0.60%
2019年11月13日,"26,487.00","26,975.00","27,006.00","26,444.00",194.21K,-1.83%
2019年11月12日,"26,982.00","26,990.00","27,212.00","26,776.00",190.53K,-0.04%
2019年11月11日,"26,994.00","27,674.00","27,720.00","26,808.00",209.66K,-2.48%
2019年11月8日,"27,680.00","27,828.00","27,938.00","27,591.00",158.50K,-0.53%
2019年11月7日,"27,828.00","27,739.00","27,949.00","27,541.00",191.65K,0.31%
2019年11月6日,"27,741.00","27,679.00","27,796.00","27,544.00",149.10K,0.20%
2019年11月5日,"27,685.00","27,610.00","27,763.00","27,457.00",169.92K,0.28%
2019年11月4日,"27,607.00","27,142.00","27,609.00","27,126.00",149.66K,1.69%
2019年11月1日,"27,148.00","26,964.00","27,150.00","26,676.00",159.14K,0.61%
2019年10月31日,"26,984.00","26,628.00","27,042.00","26,563.00",154.46K,1.16%
2019年10月30日,"26,674.00","26,731.00","26,805.00","26,616.00",25.64K,-0.19%
2019年10月29日,"26,726.00","26,903.00","27,078.00","26,717.00",157.68K,-0.70%
2019年10月28日,"26,914.00","26,691.00","27,041.00","26,671.00",217.93K,0.85%
2019年10月25日,"26,686.00","26,763.00","26,818.00","26,594.00",182.27K,-0.28%
2019年10月24日,"26,761.00","26,524.00","26,835.00","26,482.00",166.06K,0.89%
2019年10月23日,"26,526.00","26,786.00","26,872.00","26,457.00",166.30K,-0.95%
2019年10月22日,"26,781.00","26,691.00","26,896.00","26,650.00",144.74K,0.33%
2019年10月21日,"26,693.00","26,675.00","26,843.00","26,604.00",138.19K,0.07%
2019年10月18日,"26,675.00","26,890.00","27,016.00","26,657.00",174.85K,-0.78%
2019年10月17日,"26,885.00","26,634.00","26,988.00","26,598.00",159.09K,0.91%
2019年10月16日,"26,642.00","26,479.00","26,739.00","26,383.00",203.74K,0.59%
2019年10月15日,"26,485.00","26,532.00","26,636.00","26,380.00",146.94K,-0.18%
2019年10月14日,"26,532.00","26,420.00","26,677.00","26,373.00",187.75K,0.46%
2019年10月11日,"26,410.00","25,785.00","26,446.00","25,751.00",188.44K,2.33%
2019年10月10日,"25,809.00","25,681.00","25,843.00","25,507.00",184.48K,0.57%
2019年10月9日,"25,662.00","25,870.00","25,882.00","25,621.00",174.45K,-0.79%
2019年10月8日,"25,867.00","25,800.00","26,202.00","25,623.00",208.40K,0.11%
2019年10月7日,"25,839.50","25,839.50","25,839.50","25,839.50",-,0.20%
2019年10月4日,"25,787.00","26,138.00","26,175.00","25,566.00",205.25K,-1.36%
2019年10月3日,"26,143.00","25,944.00","26,220.00","25,673.00",170.65K,0.75%
2019年10月2日,"25,948.00","26,066.00","26,087.00","25,750.00",140.09K,-0.15%
2019年10月1日,"25,987.50","25,987.50","25,987.50","25,987.50",-,-0.21%
2019年9月30日,"26,042.00","25,967.00","26,158.00","25,656.00",169.18K,0.36%
2019年9月27日,"25,949.00","26,033.00","26,074.00","25,811.00",27.00K,-0.28%
2019年9月26日,"26,022.00","25,898.00","26,107.00","25,850.00",149.26K,0.45%
2019年9月25日,"25,906.00","26,298.00","26,318.00","25,900.00",252.14K,-1.48%
2019年9月24日,"26,294.00","26,139.00","26,431.00","26,121.00",206.81K,0.62%
2019年9月23日,"26,133.00","26,433.00","26,524.00","26,119.00",178.22K,-1.11%
2019年9月20日,"26,425.00","26,497.00","26,621.00","26,406.00",141.48K,-0.24%
2019年9月19日,"26,489.00","26,720.00","26,831.00","26,345.00",183.39K,-0.91%
2019年9月18日,"26,731.00","26,747.00","26,910.00","26,703.00",127.48K,-0.06%
2019年9月17日,"26,747.00","27,050.00","27,092.00","26,676.00",150.79K,-1.13%
2019年9月16日,"27,054.00","27,307.00","27,394.00","26,959.00",140.05K,-0.93%
2019年9月13日,"27,309.00","27,074.00","27,387.00","26,980.00",129.08K,0.86%
2019年9月12日,"27,076.00","27,080.00","27,335.00","26,940.00",165.63K,-0.12%
2019年9月11日,"27,109.00","26,641.00","27,158.00","26,641.00",213.13K,1.81%
2019年9月10日,"26,628.00","26,640.00","26,890.00","26,604.00",146.28K,-0.08%
2019年9月9日,"26,650.00","26,591.00","26,795.00","26,506.00",153.84K,0.25%
2019年9月6日,"26,584.00","26,712.00","26,799.00","26,489.00",161.34K,0.55%
2019年9月5日,"26,438.00","26,476.00","26,683.00","26,222.00",60.07K,-0.14%
2019年9月4日,"26,476.00","25,477.00","26,634.00","25,392.00",298.55K,3.96%
2019年9月3日,"25,468.00","25,495.00","25,663.00","25,313.00",175.85K,-0.15%
2019年9月2日,"25,505.00","25,629.00","25,709.00","25,391.00",165.67K,-0.41%
2019年8月30日,"25,610.00","25,660.00","25,935.00","25,412.00",221.21K,0.28%
2019年8月29日,"25,539.00","25,614.00","25,681.00","25,377.00",37.77K,-0.35%
2019年8月28日,"25,629.00","25,655.00","25,864.00","25,556.00",169.40K,-0.09%
2019年8月27日,"25,651.00","25,700.00","25,878.00","25,533.00",236.86K,-0.04%
2019年8月26日,"25,661.00","26,102.00","26,122.00","25,156.00",315.42K,-1.73%
2019年8月23日,"26,113.00","25,950.00","26,187.00","25,810.00",169.22K,0.61%
2019年8月22日,"25,955.00","26,238.00","26,305.00","25,903.00",190.74K,-1.05%
2019年8月21日,"26,231.00","26,200.00","26,271.00","26,014.00",167.53K,0.06%
2019年8月20日,"26,215.00","26,198.00","26,380.00","26,051.00",185.70K,0.09%
2019年8月19日,"26,191.00","25,686.00","26,280.00","25,535.00",189.39K,2.18%
2019年8月16日,"25,632.00","25,387.00","25,733.00","25,105.00",250.90K,0.80%
2019年8月15日,"25,428.00","25,161.00","25,475.00","24,791.00",260.66K,0.86%
2019年8月14日,"25,210.00","25,190.00","25,905.00","25,053.00",243.53K,0.00%
2019年8月13日,"25,211.00","25,548.00","25,548.00","25,163.00",219.38K,-1.37%
2019年8月12日,"25,560.00","25,894.00","26,011.00","25,550.00",181.96K,-1.28%
2019年8月9日,"25,891.00","26,038.00","26,206.00","25,820.00",175.14K,-0.49%
2019年8月8日,"26,019.00","25,946.00","26,246.00","25,595.00",216.73K,0.29%
2019年8月7日,"25,943.00","25,973.00","26,085.00","25,634.00",234.83K,-0.11%
2019年8月6日,"25,971.00","26,023.00","26,118.00","25,219.00",321.99K,-0.24%
2019年8月5日,"26,033.00","26,803.00","26,880.00","25,999.00",265.53K,-2.93%
2019年8月2日,"26,818.00","27,458.00","27,660.00","26,688.00",215.40K,-2.28%
2019年8月1日,"27,445.00","27,525.00","27,685.00","27,401.00",168.54K,-1.12%
2019年7月31日,"27,757.00","28,109.00","28,109.00","27,632.00",171.84K,-1.57%
2019年7月30日,"28,201.00","28,128.00","28,253.00","28,062.00",27.19K,0.23%
2019年7月29日,"28,135.00","28,388.00","28,427.00","27,937.00",200.78K,-0.88%
2019年7月26日,"28,385.00","28,582.00","28,663.00","28,311.00",228.93K,-0.70%
2019年7月25日,"28,586.00","28,524.00","28,652.00","28,490.00",174.30K,0.18%
2019年7月24日,"28,536.00","28,476.00","28,774.00","28,441.00",170.54K,0.27%
2019年7月23日,"28,459.00","28,362.00","28,489.00","28,290.00",144.45K,0.30%
2019年7月22日,"28,373.00","28,814.00","28,814.00","28,281.00",216.57K,-1.55%
2019年7月19日,"28,821.00","28,451.00","28,841.00","28,393.00",159.69K,1.39%
2019年7月18日,"28,427.00","28,616.00","28,638.00","28,311.00",174.23K,-0.66%
2019年7月17日,"28,616.00","28,621.00","28,657.00","28,358.00",160.08K,-0.02%
2019年7月16日,"28,622.00","28,530.00","28,661.00","28,474.00",163.81K,0.35%
2019年7月15日,"28,523.00","28,530.00","28,598.00","28,052.00",203.78K,-0.06%
2019年7月12日,"28,539.00","28,455.00","28,609.00","28,289.00",176.94K,0.30%
2019年7月11日,"28,454.00","28,199.00","28,614.00","28,138.00",180.77K,0.89%
2019年7月10日,"28,202.00","28,100.00","28,345.00","28,087.00",163.25K,0.35%
2019年7月9日,"28,103.00","28,354.00","28,444.00","28,091.00",191.41K,-0.91%
2019年7月8日,"28,360.00","28,775.00","28,800.00","28,213.00",202.21K,-1.46%
2019年7月5日,"28,780.00","28,851.00","28,962.00","28,753.00",151.36K,-0.24%
2019年7月4日,"28,849.00","28,941.00","29,080.00","28,834.00",168.29K,-0.27%
2019年7月3日,"28,926.00","28,931.00","28,992.00","28,766.00",167.45K,-0.02%
2019年7月2日,"28,932.00","28,514.00","29,054.00","28,478.00",180.75K,1.56%
2019年7月1日,"28,487.50","28,487.50","28,487.50","28,487.50",-,-0.06%
2019年6月28日,"28,505.00","28,553.00","28,579.00","28,367.00",154.44K,-0.05%
2019年6月27日,"28,519.00","28,209.00","28,526.00","28,209.00",38.68K,1.17%
